Name (English),Region of Focus,Language,Entity owner (English),Parent entity (English),X (Twitter) handle,X (Twitter) URL,X (Twitter) Follower #,Facebook page,Facebook URL,Facebook Follower #,Instragram page,Instagram URL,Instagram Follower #,Threads account,Threads URL,Threads Follower #,YouTube account,YouTube URL,YouTube Subscriber #,TikTok account,TikTok URL,TikTok Subscriber #
Chinese Embassy in Latvia,Latvia,Latvian,Ministry of Foreign Affairs,Ministry of Foreign Affairs,,,,,,,embassyofchinainlatvia,https://www.instagram.com/embassyofchinainlatvia/,7,,,,,,,,,
Phoenix Online,China,Chinese,Phoenix Media Investment (Holdings) Limited,Bauhinia Culture Holdings Limited,,,,Ifenglobal,https://www.facebook.com/Ifenglobal,"1,100,000",ifenglobal,https://www.instagram.com/ifenglobal/,1126,ifenglobal,https://www.threads.net/@ifenglobal,50.0,ifenglobal,https://www.youtube.com/@ifenglobal,18700,ifenglobal,https://www.tiktok.com/@ifenglobal,599100.0
Jimena Li Yu (Jimena a tu clic),Hispanophone,Spanish,China Media Group (CMG),Central Publicity Department,,,,JimenaAtuClic,https://www.facebook.com/JimenaAtuClic,464000,jimenaatuclic,https://www.instagram.com/jimenaatuclic,995,,,,jimenaatuclic9148,https://www.youtube.com/channel/UCJ_jkDQ_kzovmXA16KffypQ/featured,239,jimenaatuclic,https://www.tiktok.com/@jimenaatuclic,3704.0
Wang Shi (Julian Waghann),China,Chinese,China Media Group (CMG),Central Publicity Department,,,,,,,jude1904,https://www.instagram.com/jude1904/,184,,,,,,,,,
Ou Xiaolan (Lana Ou / Lana لانا),MENA,Arabic,China Media Group (CMG),Central Publicity Department,,,,LanainChina,https://www.facebook.com/LanainChina,483000,lana_in_china,https://www.instagram.com/lana_in_china/,4833,,,,lana7840,https://www.youtube.com/channel/UCizM-X0cwVOuCY63ilTDnpg,15900,,,
Lin Simiao (Anahita Lin),Iran,Persian,China Media Group (CMG),Central Publicity Department,,,,anahitachin,https://www.facebook.com/anahitachin/,"1,000,000",linsimiaoanahita,https://www.instagram.com/linsimiaoanahita/,2448,,,,,,,,,
Xing Luana (Luana em Pequim),Brazil,Portuguese,China Media Group (CMG),Central Publicity Department,,,,LuanaemPequim,https://www.facebook.com/LuanaemPequim/,1700000,LuanaemPequim,https://www.instagram.com/LuanaemPequim/,21300,luanaempequim,https://www.threads.net/@luanaempequim,1035.0,LuanaemPequim,https://www.youtube.com/LuanaemPequim,21100,luanaempequim,https://www.tiktok.com/@luanaempequim,225900.0
Lü Qianqian (Lucy Lv),USA,English,China Media Group (CMG),Central Publicity Department,,,,lucylvlist,https://www.facebook.com/lucylvlist/,1400000,lucylv_list,https://www.instagram.com/lucylv_list/,1050,lucylvlist,https://www.threads.net/@lucylvlist,42.0,LucyLvList,https://www.youtube.com/channel/UCIWxsVyzsGSq6wXNUjYgqZA/about,588,,,
Mango TV International,Hunan,Chinese,Hunan Satellite TV,Hunan Provincial People's Government,,,,,,,mgtv,https://www.instagram.com/mgtv/,"90,000",,,,MangoTV-Official,https://www.youtube.com/@MangoTV-Official,"5,020,000",mangotv_international,https://www.tiktok.com/@mangotv_international,150100.0
Xu Wei (Rain Xu / Ms V / شيو وي),MENA,Arabic,China Media Group (CMG),Central Publicity Department,,,,MsVChina,https://www.facebook.com/MsVChina,1252603,msvchina,https://www.instagram.com/msvchina/?hl=en,19800,,,,MsVchina,https://www.youtube.com/channel/UCsSnAL4-3sPZCpsl2pCGVsg,365000,,,
Phoenix HK TV (iFeng),Hong Kong,Chinese,Phoenix Media Investment (Holdings) Limited,Bauhinia Culture Holdings Limited,,,,,,,phoenixtvhk,https://www.instagram.com/phoenixtvhk/,49000,,,,PhoenixSatellite,https://www.youtube.com/@PhoenixSatellite,19900,,,
Phoenix US TV (iFeng),USA,Chinese,Phoenix Media Investment (Holdings) Limited,Bauhinia Culture Holdings Limited,,,,,,,phoenixtvus,https://www.instagram.com/phoenixtvus,1744,,,,Pstvnews,https://www.youtube.com/@Pstvnews,15000,ifengustv,https://www.tiktok.com/@ifengustv,4385.0
Li Zexin (Skystroller),USA,English,Xinhua News Agency,State Council,,,,Zexin.Nicolas,https://www.facebook.com/Zexin.Nicolas,342320,skystrollerpics,https://www.instagram.com/skystrollerpics/,106000,skystrollerpics,https://www.threads.net/@skystrollerpics,10800.0,,,,,,
Zhu Jingtian (Tiantian),la Francophonie,French,China Media Group (CMG),Central Publicity Department,,,,TiantianStudio,https://www.facebook.com/TiantianStudio,238000,tiantianstudio,https://www.instagram.com/tiantianstudio,1822,,,,,,,,,
Xiao Song,South Korea,Korean,China Media Group (CMG),Central Publicity Department,,,,xiaosongchinese,https://www.facebook.com/xiaosongchinese,"698,000",xiaosongchinese,https://www.instagram.com/xiaosongchinese,4488,,,,xiaosongchinese,https://www.youtube.com/c/xiaosongchinese,921,,,
Poongothai (அறுசுவை),India,Tamil,China Media Group (CMG),Central Publicity Department,,,,Poongothaiii,https://www.facebook.com/Poongothaiii/,"1,700,000",,,,poongothai_tamil,https://www.threads.net/@poongothai_tamil,62.0,,,,,,
Zhengguan Media,Henan,Chinese,Zhengzhou Media Group,Zhengzhou Municipal Party Committee,,,,,,,,,,zhengguanmedia,https://www.threads.net/@zhengguanmedia,115.0,,,,,,
Wu Yo Yo,USA,English,China Media Group (CMG),Central Publicity Department,,,,AdventurewithYoYo,https://www.facebook.com/AdventurewithYoYo,"995,000",,,,,,,AdventurewithYoYo,https://www.youtube.com/c/AdventurewithYoYo,355,,,
Wang Bing,la Francophonie,French,China Media Group (CMG),Central Publicity Department,,,,QuoiDeNeufEnChine,https://www.facebook.com/QuoiDeNeufEnChine,94000,,,,,,,bingwang7665,https://www.youtube.com/channel/UCNPxL6AeFnm6NtfFdNxdbvw,5,,,
CCTV4 International,China,Chinese,China Media Group (CMG),Central Publicity Department,,,,,,,,,,,,,CCTV4International,https://www.youtube.com/@CCTV4International,"1,070,000",,,
CGTN Americas Now,USA,English,China Media Group (CMG),Central Publicity Department,,,,,,,,,,,,,Cctvamerica_americasnow,https://www.youtube.com/@Cctvamerica_americasnow,8990,,,
CGTN BizTalk,USA,English,China Media Group (CMG),Central Publicity Department,,,,CGTNBIZtalk,https://www.facebook.com/CGTNBIZtalk/,57000,,,,,,,cgtnbiz,https://www.youtube.com/@cgtnbiz,855,,,
CGTN Documentary,USA,English,China Media Group (CMG),Central Publicity Department,,,,,,,,,,,,,cgtndocumentary5826,https://www.youtube.com/@cgtndocumentary5826,7010,,,
Hi China,USA,English,China Media Group (CMG),Central Publicity Department,,,,,,,,,,,,,ChannelHiChina,https://www.youtube.com/@ChannelHiChina,348000,hichinaofficial,https://www.tiktok.com/@hichinaofficial,356500.0
Anhui TV Station,Anhui,Chinese,Anhui Radio and TV Station,Anhui Provincial Committee,,,,,,,,,,,,,chinaanhuitvofficialchanne8354,https://www.youtube.com/@chinaanhuitvofficialchanne8354,90600,,,
Guangxi Satellite TV,Guangxi,Chinese,Guangxi Internet Radio and Television Station,Guangxi Zhuang Autonomous Region People's Government,,,,,,,,,,,,,chinaguangxitvofficialchan244,https://www.youtube.com/@chinaguangxitvofficialchan244,50100,,,
Heilongjiang JTV,Heilongjiang,Chinese,China Heilongjiang TV (HNBTV),Heilongjiang Provincial Committee,,,,,,,,,,,,,chinaheilongjiangtvofficia9631,https://www.youtube.com/@chinaheilongjiangtvofficia9631,74900,,,
China International Import Expo (CIIE),USA,English,China International Import Expo Bureau,Shanghai Municipal People's Government,,,,,,,,,,,,,ChinaInternationalImportExpo,https://www.youtube.com/@ChinaInternationalImportExpo,10400,ciieonline,https://www.tiktok.com/@ciieonline,4824.0
China Plus,USA,English,China Media Group (CMG),Central Publicity Department,,,,,,,,,,,,,ChinaPlusOfficial,https://www.youtube.com/@ChinaPlusOfficial,33000,,,
Xinhua Español,Hispanophone,Spanish,Xinhua News Agency,State Council,,,,,,,,,,,,,ChinaXinhuaEspanol,https://www.youtube.com/@ChinaXinhuaEspanol,78200,xinhuaespanol,https://www.tiktok.com/@xinhuaespanol,69.0
Noreen,Pakistan,Urdu,China Media Group (CMG),Central Publicity Department,,,,chinesenoreen,https://www.facebook.com/chinesenoreen,1500000,,,,,,,chinesenoreen8035,https://www.youtube.com/@chinesenoreen8035/videos,91,,,
CRI Ukrainian,Ukraine,Ukrainian,China Media Group (CMG),Central Publicity Department,,,,profile.php?id=100064337605137,https://www.facebook.com/profile.php?id=100064337605137,331000,,,,,,,CRI2023.,https://www.youtube.com/@CRI2023./,43,,,
CRI Hebrew,Israel,Hebrew,China Media Group (CMG),Central Publicity Department,,,,crihebrew,https://www.facebook.com/crihebrew/,86245,,,,,,,CRIHebrew,https://www.youtube.com/CRIHebrew,22700,,,
Xi Xiaoqi (Itzik Hasini),Israel,Hebrew,China Media Group (CMG),Central Publicity Department,,,,,,,,,,,,,CRIHebrew,https://www.youtube.com/channel/UCzeLeX3y1nY3FZ0mVCcfVdw,22700,,,
Dragon TV Crossover,Shanghai,English,Shanghai Media Group (SMG),Shanghai Municipal Committee,,,,,,,,,,,,,DragonTVCrossOver,https://www.youtube.com/@DragonTVCrossOver,201000,,,
Gansu TV Official,Gansu,Chinese,Gansu Media Group (GSMG),Gansu Provincial People's Government,,,,,,,,,,,,,GansuTVOfficialChannel,https://www.youtube.com/@GansuTVOfficialChannel,11,,,
Haixia Daobao,Taiwan,Chinese,Fujian Daily News Group,Fujian Provincial Committee,,,,hxdb1234,https://www.facebook.com/hxdb1234/,432000,,,,,,,haixiadaobao,https://www.youtube.com/channel/UCzo0ZxnYHhxAVGvgh22UOdw,41000,,,
PLA Daily,China,Chinese,People's Liberation Army (PLA) Newspaper,People's Liberation Army,,,,,,,,,,,,,hquangtu,https://www.youtube.com/channel/UCv-jCuD0-MEfL12y-IX1Kgw,23,,,
Hubei TV,Hubei,Chinese,Hubei Radio & Television Station (HBTV),Hubei Provincial People's Government,,,,,,,,,,,,,hubeitvofficial,https://www.youtube.com/@hubeitvofficial,6370,,,
Litchi Live,Jiangsu,Chinese,Jiangsu Broadcasting Corporation,Jiangsu Provincial People's Government,,,,,,,,,,,,,litchilive,https://www.youtube.com/channel/UCYCWVHZeEoHhUyzoaqpsHAA,262,,,
Yu Mama (Mama Yu),Germany,German,China Media Group (CMG),Central Publicity Department,,,,Mama-Yu-346605806384616,https://www.facebook.com/Mama-Yu-346605806384616,42000,,,,,,,mamayu1607,https://www.youtube.com/channel/UCiY5o2dEbz3S4QSsXqWWXJA,402,,,
Mengyu,Germany,German,China Media Group (CMG),Central Publicity Department,,,,MengyuChina,https://www.facebook.com/MengyuChina,133000,,,,,,,MengyuChinatube,https://www.youtube.com/channel/UCaAhqHEOOfMGswWgZUYI9mg,8060,,,
Nilaani (நிலானி),India,Tamil,China Media Group (CMG),Central Publicity Department,,,,tpccn,https://www.facebook.com/tpccn/,6100000,,,,,,,NaanNilaani,https://www.youtube.com/@NaanNilaani,"692,000",,,
Hubei Announcements (Open Hubei),Hubei,Chinese,General Office of the People's Government of Hubei Province,Hubei Provincial People's Government,,,,,,,,,,,,,OpenHubei,https://www.youtube.com/@OpenHubei,1080,open.hubei,https://www.tiktok.com/@open.hubei,24.0
People's Daily Japanese,Japan,Japanese,People's Daily Press,Central Committee of the Chinese Communist Party,,,,,,,,,,,,,peoplesdailyjapanese5650,https://www.youtube.com/@peoplesdailyjapanese5650,7,,,
Phoenix TV (Finance),China,Chinese,Phoenix Media Investment (Holdings) Limited,Bauhinia Culture Holdings Limited,,,,,,,,,,,,,Phoenix-Finance,https://www.youtube.com/@ifenglobal,18900,phoenixtvfinance,https://www.tiktok.com/@phoenixtvfinance,53300.0
Phoenix TV,China,Chinese,Phoenix Media Investment (Holdings) Limited,Bauhinia Culture Holdings Limited,,,,,,,,,,,,,phoenixtvhk,https://www.youtube.com/@phoenixtvhk,"579,000",www.ifeng.com,https://www.tiktok.com/@www.ifeng.com,35200.0
Wang Mengchu (Kaka / Shakala Ka),Hispanophone,Spanish,China Media Group (CMG),Central Publicity Department,,,,KakainChina,https://www.facebook.com/KakainChina,102000,,,,,,,shakalaka9028,https://www.youtube.com/channel/UCuoFdV3S34djPGnU_MeavVQ,38,,,
Shanxi Radio and TV Station,Shanxi,Chinese,Shanxi Radio and TV Station,Shanxi Provincial People's Government,,,,,,,,,,,,,shanxiradioandtelevisionst73,https://www.youtube.com/channel/UCxh_Kg_UnEtrftAJOtx2-Xg,44,,,
Show Me China,USA,English,Xinhua News Agency,State Council,,,,showmethestoryofchina,https://www.facebook.com/showmethestoryofchina/,1600000,,,,,,,showmechina8515,https://youtube.com/channel/UC094Us15KM_u2_AlnGGxntQ?fbclid=IwAR16rzIv57zz9l9YrVI5-SshM8sWVqEOor0AsoTJip1NVsIsSw-GcO_Mb-k,1320,,,
Shanghai TV,Shanghai,Chinese,Shanghai Media Group (SMG),Shanghai Municipal Committee,,,,,,,,,,,,,SMG-Official,https://www.youtube.com/@SMG-Official,"1,890,000",,,
Hạ Vy,Vietnam,Vietnamese,China Media Group (CMG),Central Publicity Department,,,,H%E1%BA%A1-Vy-du-l%E1%BB%8Bch-Trung-Qu%E1%BB%91c-111965950989129,https://www.facebook.com/H%E1%BA%A1-Vy-du-l%E1%BB%8Bch-Trung-Qu%E1%BB%91c-111965950989129,165159,,,,,,,thienhavoich4515,https://www.youtube.com/channel/UClLHI5-_iyGsa3DWUNJga0A,20600,,,
Raniya (라니),South Korea,Korean,China Media Group (CMG),Central Publicity Department,,,,RaniyaChina,https://www.facebook.com/RaniyaChina,692000,,,,,,,TV-qp1bt,https://www.youtube.com/channel/UCeOreglDZzyK10sL0OKCH6A,553,,,
Jiupai News,Hubei,Chinese,Changjiang Daily Press,Wuhan Municipal Committee,,,,,,,,,,,,,user-tm5fe9ex6b,https://www.youtube.com/channel/UCHvSdEZ6_T5vZuKTywy2l7g,5570,,,
The Cover News,Sichuan,Chinese,"Sichuan Daily Online Media Development Co., Ltd.",Sichuan Provincial Committee,,,,,,,,,,,,,user-zu4gg5dy6q,https://www.youtube.com/@user-zu4gg5dy6q,64,,,
Xinhua London,UK,English,Xinhua News Agency,State Council,,,,,,,,,,,,,xinhuanewsagencylondon9756,https://www.youtube.com/@xinhuanewsagencylondon9756,6,xhnewslondon,https://www.tiktok.com/@xhnewslondon,72500.0
Shan Ni'er (Yummy Shanny),Austria,Esperanto,China Media Group (CMG),Central Publicity Department,,,,Yummy-Shanny-108137871142423,https://www.facebook.com/Yummy-Shanny-108137871142423/,"236,000",,,,,,,yummyshanny666,https://www.youtube.com/channel/UCao498UVBHU7hYxkGWnfGCw/featured,147000,,,
Yunnan TV,Yunnan,Chinese,Yunnan Media Group (YMG),Yunnan Provincial Committee,,,,,,,,,,,,,YunnanTV,https://www.youtube.com/channel/UCAkJs2NQvfKJxjpt811m0og,164000,,,
Xinhua (Spectrum China),USA,English,Xinhua News Agency,State Council,,,,,,,,,,,,,,,,1931.11.7.575757,https://www.tiktok.com/@1931.11.7.575757,53.0
CCTV3 Variety,China,Chinese,China Media Group (CMG),Central Publicity Department,,,,,,,,,,,,,,,,cctv_newsandculture,https://www.tiktok.com/@cctv_newsandculture,1113.0
CGTN.tiktok,USA,English,China Media Group (CMG),Central Publicity Department,,,,,,,,,,,,,,,,cgtn.tiktok,https://www.tiktok.com/@cgtn.tiktok,777.0
CGTN Z,USA,English,China Media Group (CMG),Central Publicity Department,,,,,,,,,,,,,,,,cgtnz,https://www.tiktok.com/@cgtnz,5565.0
Chinese Consulate General in Cape Town,South Africa,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,,,,,,,,,,,,,,,,chineseconsulateincpt,https://www.tiktok.com/@chineseconsulateincpt,
China Consulate Osaka,Japan,Japanese,Ministry of Foreign Affairs,Ministry of Foreign Affairs,,,,,,,,,,,,,,,,chnconsul_osaka,https://www.tiktok.com/@chnconsul_osaka,191.0
Colorful China,USA,English,China Media Group (CMG),Central Publicity Department,,,,,,,,,,,,,,,,colorfulchina,https://www.tiktok.com/@colorfulchina,21.0
Discover Ningxia,Anglosphere,English,Department of Culture and Tourism of Ningxia Hui Autonomous Region,Ningxia Hui Autonomous Region People's Government,,,,DiscoverNingxia,https://www.facebook.com/DiscoverNingxia/,294000,,,,,,,,,,discoverningxia,https://www.tiktok.com/@discoverningxia,14100.0
Discover Tianjin,Anglosphere,English,Department of Culture and Tourism of Tianjin City,Tianjin Municipal People's Government,,,,profile.php?id=100076267566791,https://www.facebook.com/profile.php?id=100076267566791,129000,,,,,,,,,,discovertianjin,https://www.tiktok.com/@discovertianjin,153800.0
Global Times (Glamour China),Anglosphere,English,People's Daily Press,Central Committee of the Chinese Communist Party,,,,,,,,,,,,,,,,glamourchina,https://www.tiktok.com/@glamourchina,2000000.0
Global Watch,Anglosphere,English,China Media Group (CMG),Central Publicity Department,,,,,,,,,,,,,,,,globalwatch,https://www.tiktok.com/@globalwatch,4.0
Haiwai Net (Canada Fusion Media Centre),Canada,English,People's Daily Press,Central Committee of the Chinese Communist Party,,,,,,,,,,,,,,,,haiwaicanada,https://www.tiktok.com/@haiwaicanada,18700.0
Hangzhou 2022,Zhejiang,English,2022 19th Asian Games Organizing Committee,Hangzhou Municipal People's Government,,,,,,,,,,,,,,,,hangzhou2022,https://www.tiktok.com/@hangzhou2022,538.0
Henan TV (HNTV),Henan,Chinese,Henan Broadcasting System,Henan Provincial Committee,,,,,,,,,,,,,,,,henantv,https://www.tiktok.com/@henantv,8489.0
Zhang Niki (Hnin Pwint Phyu),Myanmar,Burmese,China Media Group (CMG),Central Publicity Department,,,,hninpwintphyuniki,https://www.facebook.com/hninpwintphyuniki,"2,600,000",,,,,,,,,,hninpwintphyu_niki,https://www.tiktok.com/@hninpwintphyu_niki,747500.0
Haiwai Net (Japan Fusion Media Center),Japan,Japanese,People's Daily Press,Central Committee of the Chinese Communist Party,,,,profile.php?id=100063859667657,https://www.facebook.com/profile.php?id=100063859667657,9900,,,,,,,,,,hwwrbrmt,https://www.tiktok.com/@hwwrbrmt,21500.0
Wang Iffat,Pakistan,Urdu,China Media Group (CMG),Central Publicity Department,,,,ChinesegirlIFFAT,https://www.facebook.com/ChinesegirlIFFAT,1000000,,,,,,,,,,iffat2023,https://www.tiktok.com/@iffat2023,16700.0
iPanda Thailand,Thailand,Thai,China Media Group (CMG),Central Publicity Department,,,,,,,,,,,,,,,,ipanda_th,https://www.tiktok.com/@ipanda_th,22800.0
iPanda (Japanese),Japan,Japanese,China Media Group (CMG),Central Publicity Department,,,,,,,,,,,,,,,,ipanda.jp,https://www.tiktok.com/@ipanda.jp,505700.0
International Channel Shanghai (ICS),Shanghai,English,Shanghai Media Group (SMG),Shanghai Municipal Committee,,,,,,,,,,,,,,,,likechina2021,https://www.tiktok.com/@likechina2021,59100.0
Little Turtle Lisa (Elle),Hainan,English,Sansha Satellite TV (SSTV),Sansha Municipal People's Government,,,,,,,,,,,,,,,,littleturtlelisa,https://www.tiktok.com/@littleturtlelisa,1100000.0
NewsTok,Anglosphere,English,China Media Group (CMG),Central Publicity Department,,,,,,,,,,,,,,,,newstoks,https://www.tiktok.com/@newstoks,32000.0
CGTN Our Planet Needs You,Anglosphere,English,China Media Group (CMG),Central Publicity Department,,,,,,,,,,,,,,,,ourplanetneedsyou,https://www.tiktok.com/@ourplanetneedsyou,428.0
Panda Insight,Anglosphere,English,People's Daily Press,Central Committee of the Chinese Communist Party,,,,,,,,,,,,,,,,panda_insight,https://www.tiktok.com/@panda_insight,104500.0
CGTN Razor Science,Anglosphere,English,China Media Group (CMG),Central Publicity Department,,,,,,,,,,,,,,,,razor_science,https://www.tiktok.com/@razor_science,524.0
Xinwen Qishi Lu,Fujian,Chinese,Fujian Radio Film and TV Group (FJTV),Fujian Provincial Committee,,,,,,,,,,,,,,,,sumonalocal365,https://www.tiktok.com/@sumonalocal365,6.0
The Optimist!,Anglosphere,English,China Media Group (CMG),Central Publicity Department,,,,,,,,,,,,,,,,the...optimist,https://www.tiktok.com/@the...optimist,9237.0
CGTN The Agenda,Anglosphere,English,China Media Group (CMG),Central Publicity Department,,,,,,,,,,,,,,,,theagendashow,https://www.tiktok.com/@theagendashow,318.0
Tang Knows,Anglosphere,English,China Media Group (CMG),Central Publicity Department,,,,,,,,,,,,,,,,tshowyou,https://www.tiktok.com/@tshowyou,353500.0
Visit Jiangsu,Jiangsu,English,Jiangsu Provincial Department of Cultural & Tourism,Jiangsu Provincial People's Government,,,,,,,,,,,,,,,,visit_jiangsu,https://www.tiktok.com/@visit_jiangsu,251700.0
Visit Beijing,Anglosphere,English,Promotional Centre of Beijing Municipal Bureau of Culture and Tourism,Beijing Municipal People's Government,,,,BeijingTourismOfficial,https://www.facebook.com/BeijingTourismOfficial/,"3,300,000",,,,,,,,,,visitbeijing,https://www.tiktok.com/@visitbeijing,912700.0
Visit Shaanxi,Shaanxi,English,Shaanxi Provincial Department of Cultural & Tourism,Shaanxi Provincial People's Government,,,,,,,,,,,,,,,,visitshaanxi,https://www.tiktok.com/@visitshaanxi,12500.0
Xinhua New Delhi,India,English,Xinhua News Agency,State Council,,,,,,,,,,,,,,,,xinhuanewdelhi,https://www.tiktok.com/@xinhuanewdelhi,2548.0
Zhejiang 520,Anglosphere,English,Zhejiang Provincial Government Information Office,Zhejiang Provincial People's Government,,,,,,,,,,,,,,,,zhejiang520,https://www.tiktok.com/@zhejiang520,27.0
Dot News 88,Hong Kong,Cantonese,AcMedia Limited,unknown,,,,dotnews88,https://www.facebook.com/dotnews88,58000,,,,,,,,,,,,
Travel in China,Anglosphere,English,China Daily Press,Central Publicity Department,,,,ChinaDailyTravel,https://www.facebook.com/ChinaDailyTravel/,"4,700,000",,,,,,,,,,,,
CCTV Kuaikan,China,Chinese,China Media Group (CMG),Central Publicity Department,,,,profile.php?id=100086898702562,https://www.facebook.com/profile.php?id=100086898702562,1,,,,,,,,,,,,
CGTN Rediscovering China,Anglosphere,English,China Media Group (CMG),Central Publicity Department,,,,CGTNRediscoveringChina,https://www.facebook.com/CGTNRediscoveringChina/,97000,,,,,,,,,,,,
China Plus America,USA,English,China Media Group (CMG),Central Publicity Department,,,,chinaplusamerica,https://www.facebook.com/chinaplusamerica/,"3,300,000",,,,,,,,,,,,
China Plus South Africa,South Africa,English,China Media Group (CMG),Central Publicity Department,,,,chinaplussa,https://www.facebook.com/chinaplussa/,805000,,,,,,,,,,,,
China.com (English),Anglosphere,English,China Media Group (CMG),Central Publicity Department,,,,FocusInChina,https://www.facebook.com/FocusInChina/,781000,,,,,,,,,,,,
Chosi,Pakistan,Urdu,China Media Group (CMG),Central Publicity Department,,,,ChosiInUrdu,https://www.facebook.com/ChosiInUrdu/,676000,,,,,,,,,,,,
CRI Español (Onda China),Hispanophone,Spanish,China Media Group (CMG),Central Publicity Department,,,,ondachinabeijing,https://www.facebook.com/ondachinabeijing,3600000,,,,,,,,,,,,
CRI Esperanto (Ĉina Radio Internacia),Austria,Esperanto,China Media Group (CMG),Central Publicity Department,,,,criesperanto,https://www.facebook.com/criesperanto,156000,,,,,,,,,,,,
CRI Hoc Tieng Trung ,Vietnam,Vietnamese,China Media Group (CMG),Central Publicity Department,,,,crilearningchinese,https://www.facebook.com/crilearningchinese,409000,,,,,,,,,,,,
CRI Hộp thư Ngọc Ánh,Vietnam,Vietnamese,China Media Group (CMG),Central Publicity Department,,,,crihopthungocanh,https://www.facebook.com/crihopthungocanh,178000,,,,,,,,,,,,
CRI Indonesian,Indonesia,Bahasa Indonesia,China Media Group (CMG),Central Publicity Department,,,,indonesian.cri.cn,https://www.facebook.com/indonesian.cri.cn/,"303,000",,,,,,,,,,,,
CRI Korean,South Korea,Korean,China Media Group (CMG),Central Publicity Department,,,,korean.cri,https://www.facebook.com/korean.cri,"5,500",,,,,,,,,,,,
CRI Laos,Laos,Laotian,China Media Group (CMG),Central Publicity Department,,,,crifm93,https://www.facebook.com/crifm93/,1500000,,,,,,,,,,,,
CRI Malaysian,Malaysia,Bahasa Malaysia,China Media Group (CMG),Central Publicity Department,,,,crimalay,https://www.facebook.com/crimalay/,"1,400,000",,,,,,,,,,,,
CRI Online,Anglosphere,English,China Media Group (CMG),Central Publicity Department,,,,CRIonlineofficial,https://www.facebook.com/CRIonlineofficial,946,,,,,,,,,,,,
CRI Portuguese,Portugal,Portuguese,China Media Group (CMG),Central Publicity Department,,,,criportugues,https://www.facebook.com/criportugues/,"1,000,000",,,,,,,,,,,,
CRI Romanian,Romania,Romanian,China Media Group (CMG),Central Publicity Department,,,,criromanian,https://www.facebook.com/criromanian,496000,,,,,,,,,,,,
CRI Tamil,India,Tamil,China Media Group (CMG),Central Publicity Department,,,,critamil,https://www.facebook.com/critamil,10000000,,,,,,,,,,,,
CRI Thai,Thailand,Thai,China Media Group (CMG),Central Publicity Department,,,,ChinafacecriThai,https://www.facebook.com/ChinafacecriThai,"2,900,000",,,,,,,,,,,,
CRI Vietnamese (Đài Phát thanh Quốc tế Trung Quốc),Vietnam,Vietnamese,China Media Group (CMG),Central Publicity Department,,,,criviet,https://www.facebook.com/criviet/,"2,100,000",,,,,,,,,,,,
Deng Ying (Viva Studio),Hispanophone,Spanish,China Media Group (CMG),Central Publicity Department,,,,vivastudio2020,https://www.facebook.com/vivastudio2020/?ref=page_internal,1031952,,,,,,,,,,,,
Diễn đàn Tuổi trẻ ,Vietnam,Vietnamese,China Media Group (CMG),Central Publicity Department,,,,crituoitre,https://www.facebook.com/crituoitre,129000,,,,,,,,,,,,
Ji Humin,India,Hindi,China Media Group (CMG),Central Publicity Department,,,,ChineseHuminJi,https://www.facebook.com/ChineseHuminJi/,717000,,,,,,,,,,,,
Liu Min,Anglosphere,English,China Media Group (CMG),Central Publicity Department,,,,minliuinbeijing,https://www.facebook.com/minliuinbeijing/,174212,,,,,,,,,,,,
Liu Rasika,Sri Lanka,Sinhalese,China Media Group (CMG),Central Publicity Department,,,,profile.php?id=100023398432589,https://www.facebook.com/Rasika-Liu-103234834852201/,448000,,,,,,,,,,,,
M & V Studio,Vietnam,Vietnamese,China Media Group (CMG),Central Publicity Department,,,,crituoitre,https://www.facebook.com/crituoitre,77505,,,,,,,,,,,,
Niu Honglin (Niu Niu),Anglosphere,English,China Media Group (CMG),Central Publicity Department,,,,Niuniustillrocks,https://www.facebook.com/Niuniustillrocks/,970000,,,,,,,,,,,,
Ping Ping (Lụk chạd kạb p̄hing p̄hing / ลึกชัดกับผิงผิง),Thailand,Thai,China Media Group (CMG),Central Publicity Department,,,,doubleping.china,https://www.facebook.com/doubleping.china/,176000,,,,,,,,,,,,
Radio Internacional de China en español,Hispanophone,Spanish,China Media Group (CMG),Central Publicity Department,,,,criespanol,https://www.facebook.com/criespanol/,3683015,,,,,,,,,,,,
Secrets de chef,la Francophonie,French,China Media Group (CMG),Central Publicity Department,,,,profile.php?id=100066989689059,https://www.facebook.com/profile.php?id=100066989689059,198143,,,,,,,,,,,,
Seda Mali,Sri Lanka,Sinhalese,China Media Group (CMG),Central Publicity Department,,,,sedamali2020,https://www.facebook.com/sedamali2020,125000,,,,,,,,,,,,
Shi Shuai (Letizia Shi / Letizia Con Chino),Hispanophone,Spanish,China Media Group (CMG),Central Publicity Department,,,,letiziaconchino,https://www.facebook.com/letiziaconchino/,103000,,,,,,,,,,,,
Sun Qing (Ilakkaya / இலக்கியா),India,Tamil,China Media Group (CMG),Central Publicity Department,,,,IlakkiyaInChina,https://www.facebook.com/IlakkiyaInChina/,"1,100,000",,,,,,,,,,,,
Tabasum,Pakistan,Urdu,China Media Group (CMG),Central Publicity Department,,,,tabasumslife,https://www.facebook.com/Tabasums-life-108100584302366/,1100000,,,,,,,,,,,,
Trending in China,Anglosphere,English,China Media Group (CMG),Central Publicity Department,,,,trendinginchina,https://www.facebook.com/trendinginchina/,1300000,,,,,,,,,,,,
